dataset,method,seed,n_labeled,selected_round,rounds_attempted,fallback_reason,n_pseudo_added_total,pseudo_candidates_seen,pseudo_mean_confidence,graph_n_nodes,graph_n_edges,graph_n_isolated_nodes,graph_n_connected_components,graph_build_time_seconds,graph_affinity_mean,attention_entropy,labeled_attention_mass,unlabeled_attention_mass,memory_size,memory_leakage_flag,embedding_variance,effective_embedding_rank,representation_collapse_suspect,constant_prediction_suspect,max_pred_class_fraction,mean_intra_class_distance,mean_inter_prototype_distance
segment,tabiclv2_self_training,0,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
segment,tabiclv2_self_training,0,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
segment,tabiclv2_self_training,0,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
segment,tabiclv2_self_training,1,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
segment,tabiclv2_self_training,1,250,1.0,2.0,,200.0,200.0,,,,,,,,,,,,False,,,,,,,
segment,tabiclv2_self_training,1,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
segment,tabiclv2_self_training,1,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
segment,tabiclv2_self_training,2,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
segment,tabiclv2_self_training,2,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
segment,tabiclv2_self_training,2,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
segment,tabiclv2_self_training,2,50,0.0,3.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
segment,tabpfn3_self_training,0,100,1.0,2.0,,80.0,80.0,,,,,,,,,,,,False,,,,,,,
segment,tabpfn3_self_training,0,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
segment,tabpfn3_self_training,0,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
segment,tabpfn3_self_training,0,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
segment,tabpfn3_self_training,1,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
segment,tabpfn3_self_training,1,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
segment,tabpfn3_self_training,1,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
segment,tabpfn3_self_training,1,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
segment,tabpfn3_self_training,2,100,0.0,3.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
segment,tabpfn3_self_training,2,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
segment,tabpfn3_self_training,2,500,1.0,2.0,,400.0,400.0,,,,,,,,,,,,False,,,,,,,
segment,tabpfn3_self_training,2,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
spambase,laplacian_ssl,0,100,,,,,,,3660.0,7584.0,467.0,694.0,0.13551641069352627,0.6324587979293654,,,,,False,0.08763088526732912,,False,False,0.6453551912568306,,
spambase,laplacian_ssl,0,250,,,,,,,3630.0,7514.0,459.0,683.0,0.13376669585704803,0.6309673348623268,,,,,False,0.19262812179584987,,False,False,0.5853994490358126,,
spambase,laplacian_ssl,0,500,,,,,,,3580.0,7420.0,447.0,673.0,0.13325831992551684,0.626823932708503,,,,,False,0.13894719783490495,,False,False,0.6206703910614525,,
spambase,laplacian_ssl,0,50,,,,,,,3670.0,7592.0,466.0,699.0,0.12809792160987854,0.622934887321844,,,,,False,0.06070713411455887,,False,False,0.6997275204359673,,
spambase,laplacian_ssl,1,100,,,,,,,3660.0,7444.0,491.0,717.0,0.12841902812942863,0.6382328837596458,,,,,False,0.11854678423825182,,False,False,0.6267759562841531,,
spambase,laplacian_ssl,1,250,,,,,,,3630.0,7369.0,485.0,706.0,0.1270246827043593,0.6382428667711967,,,,,False,0.18812479814801514,,False,False,0.6170798898071626,,
spambase,laplacian_ssl,1,500,,,,,,,3580.0,7236.0,474.0,698.0,0.12930354429408908,0.6345395779403378,,,,,False,0.14196196994752713,,False,False,0.6075418994413407,,
spambase,laplacian_ssl,1,50,,,,,,,3670.0,7442.0,496.0,728.0,0.1290507190860808,0.6391574197290577,,,,,False,0.0797842379335168,,False,False,0.6662125340599455,,
spambase,laplacian_ssl,2,100,,,,,,,3660.0,7510.0,480.0,705.0,0.12761274818331003,0.628309283956103,,,,,False,0.10687298914843599,,False,False,0.6161202185792349,,
spambase,laplacian_ssl,2,250,,,,,,,3630.0,7410.0,483.0,709.0,0.12695216527208686,0.6289490331388197,,,,,False,0.2332163632151945,,False,False,0.6085399449035813,,
spambase,laplacian_ssl,2,500,,,,,,,3580.0,7332.0,467.0,685.0,0.1217770860530436,0.6280585764738674,,,,,False,0.1840768983710272,,False,False,0.6215083798882681,,
spambase,laplacian_ssl,2,50,,,,,,,3670.0,7530.0,479.0,700.0,0.12681770464405417,0.623729020627053,,,,,False,0.08703273622328889,,False,False,0.6850136239782016,,
spambase,tabiclv2_self_training,0,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
spambase,tabiclv2_self_training,0,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
spambase,tabiclv2_self_training,0,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
spambase,tabiclv2_self_training,0,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
spambase,tabiclv2_self_training,1,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
spambase,tabiclv2_self_training,1,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
spambase,tabiclv2_self_training,1,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
spambase,tabiclv2_self_training,1,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
spambase,tabiclv2_self_training,2,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
spambase,tabiclv2_self_training,2,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
spambase,tabiclv2_self_training,2,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
spambase,tabiclv2_self_training,2,50,1.0,2.0,,40.0,40.0,,,,,,,,,,,,False,,,,,,,
spambase,tabpfn3_self_training,0,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
spambase,tabpfn3_self_training,0,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
spambase,tabpfn3_self_training,0,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
spambase,tabpfn3_self_training,0,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
spambase,tabpfn3_self_training,1,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
spambase,tabpfn3_self_training,1,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
spambase,tabpfn3_self_training,1,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
spambase,tabpfn3_self_training,1,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
spambase,tabpfn3_self_training,2,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
spambase,tabpfn3_self_training,2,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
spambase,tabpfn3_self_training,2,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
spambase,tabpfn3_self_training,2,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,laplacian_ssl,0,100,,,,,,,1532.0,4850.0,29.0,47.0,0.06966345803812146,0.5523834723217967,,,,,False,0.10402332712498391,,False,False,0.758485639686684,,
steel-plates-fault,laplacian_ssl,0,250,,,,,,,1502.0,4734.0,27.0,44.0,0.07045771600678563,0.5509908265104241,,,,,False,0.22416685608729925,,False,False,0.6005326231691078,,
steel-plates-fault,laplacian_ssl,0,500,,,,,,,1452.0,4583.0,27.0,48.0,0.0664829290471971,0.5530602917714406,,,,,False,0.2499129887581047,,False,False,0.5206611570247934,,
steel-plates-fault,laplacian_ssl,0,50,,,,,,,1542.0,4880.0,29.0,47.0,0.06723575480282307,0.5520213063441272,,,,,False,0.10956936496026755,,False,False,0.7444876783398184,,
steel-plates-fault,laplacian_ssl,1,100,,,,,,,1532.0,4885.0,25.0,42.0,0.06949527794495225,0.5524919283066618,,,,,False,0.10132090924539942,,False,False,0.5887728459530026,,
steel-plates-fault,laplacian_ssl,1,250,,,,,,,1502.0,4794.0,27.0,45.0,0.06847738195210695,0.5523239614679716,,,,,False,0.2508867349042443,,False,False,0.7636484687083888,,
steel-plates-fault,laplacian_ssl,1,500,,,,,,,1452.0,4632.0,26.0,45.0,0.06810017116367817,0.5516227801081359,,,,,False,0.27558060914416027,,False,False,0.5488980716253443,,
steel-plates-fault,laplacian_ssl,1,50,,,,,,,1542.0,4910.0,25.0,42.0,0.06965601909905672,0.5535912993631731,,,,,False,0.09481927881302643,,False,False,0.6459143968871596,,
steel-plates-fault,laplacian_ssl,2,100,,,,,,,1532.0,4848.0,28.0,47.0,0.07310838205739856,0.551817616941933,,,,,False,0.0912561240083607,,False,False,0.6618798955613577,,
steel-plates-fault,laplacian_ssl,2,250,,,,,,,1502.0,4763.0,29.0,46.0,0.07148876506835222,0.5533394522458649,,,,,False,0.22933634531573951,,False,False,0.5838881491344874,,
steel-plates-fault,laplacian_ssl,2,500,,,,,,,1452.0,4609.0,27.0,47.0,0.06689304113388062,0.5532846547635065,,,,,False,0.30403705782190527,,False,False,0.3973829201101928,,
steel-plates-fault,laplacian_ssl,2,50,,,,,,,1542.0,4883.0,28.0,45.0,0.07114712707698345,0.5529718503340665,,,,,False,0.061582706789864466,,False,False,0.5544747081712063,,
steel-plates-fault,tabiclv2_self_training,0,100,2.0,3.0,,77.0,77.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabiclv2_self_training,0,250,1.0,3.0,,119.0,119.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabiclv2_self_training,0,500,0.0,3.0,loop0,0.0,214.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabiclv2_self_training,0,50,0.0,3.0,loop0,0.0,21.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabiclv2_self_training,1,100,1.0,3.0,,80.0,80.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabiclv2_self_training,1,250,0.0,3.0,loop0,0.0,141.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabiclv2_self_training,1,500,3.0,3.0,,131.0,131.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabiclv2_self_training,1,50,2.0,3.0,,40.0,40.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabiclv2_self_training,2,100,0.0,3.0,loop0,0.0,52.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabiclv2_self_training,2,250,2.0,3.0,,188.0,188.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabiclv2_self_training,2,500,1.0,3.0,,130.0,130.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabiclv2_self_training,2,50,0.0,3.0,loop0,0.0,24.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabpfn3_self_training,0,100,0.0,3.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabpfn3_self_training,0,250,1.0,3.0,,100.0,100.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabpfn3_self_training,0,500,3.0,3.0,,227.0,227.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabpfn3_self_training,0,50,0.0,3.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabpfn3_self_training,1,100,1.0,3.0,,80.0,80.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabpfn3_self_training,1,250,3.0,3.0,,62.0,62.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabpfn3_self_training,1,500,2.0,3.0,,142.0,142.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabpfn3_self_training,1,50,1.0,3.0,,40.0,40.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabpfn3_self_training,2,100,0.0,3.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabpfn3_self_training,2,250,1.0,3.0,,114.0,114.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabpfn3_self_training,2,500,3.0,3.0,,129.0,129.0,,,,,,,,,,,,False,,,,,,,
steel-plates-fault,tabpfn3_self_training,2,50,0.0,1.0,loop0,0.0,0.0,,,,,,,,,,,,False,,,,,,,
adult,laplacian_ssl,0,100,,,,,,,39053.0,102820.0,2094.0,2588.0,3.238551020156592,0.5850081979026559,,,,,False,0.018988402423885248,,False,True,0.9972857398919417,,
adult,laplacian_ssl,0,250,,,,,,,39023.0,102740.0,2093.0,2587.0,3.18666152888909,0.5849480440033348,,,,,False,0.1196595608007649,,False,False,0.7929682494938882,,
adult,laplacian_ssl,0,500,,,,,,,38973.0,102598.0,2090.0,2582.0,3.164108194410801,0.5850362139547365,,,,,False,0.09064057352466286,,False,False,0.8067636568906679,,
adult,laplacian_ssl,0,50,,,,,,,39063.0,102852.0,2092.0,2586.0,3.1683686757460237,0.5850162482641295,,,,,False,0.0016862367674889637,,False,True,1.0,,
adult,laplacian_ssl,1,100,,,,,,,39053.0,102891.0,2048.0,2490.0,3.162626212928444,0.5846196728508725,,,,,False,0.017083801205413425,,False,True,1.0,,
adult,laplacian_ssl,1,250,,,,,,,39023.0,102793.0,2053.0,2492.0,3.252227570861578,0.58459697182597,,,,,False,0.06370703978032552,,False,True,0.9960023575839889,,
adult,laplacian_ssl,1,500,,,,,,,38973.0,102664.0,2041.0,2481.0,3.1768672559410334,0.5846459726420282,,,,,False,0.08062775657676224,,False,False,0.8278808405819413,,
adult,laplacian_ssl,1,50,,,,,,,39063.0,102916.0,2048.0,2491.0,3.1807468542829156,0.5846428400952289,,,,,False,0.0030887381109855764,,False,True,1.0,,
adult,laplacian_ssl,2,100,,,,,,,39053.0,102614.0,2110.0,2576.0,3.219772868324071,0.5848715789236253,,,,,False,0.03500816722065933,,False,True,0.9904232709394925,,
adult,laplacian_ssl,2,250,,,,,,,39023.0,102544.0,2115.0,2579.0,3.188500603660941,0.5849015643603349,,,,,False,0.07228163946036294,,False,False,0.8969582041360223,,
adult,laplacian_ssl,2,500,,,,,,,38973.0,102398.0,2116.0,2581.0,3.2053815722465515,0.5848648380770374,,,,,False,0.09926156141518626,,False,False,0.7676083442383188,,
adult,laplacian_ssl,2,50,,,,,,,39063.0,102658.0,2115.0,2579.0,3.2794011868536472,0.584928937384989,,,,,False,0.023917765989676217,,False,True,0.9938816783145176,,
adult,tabiclv2_self_training,0,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
adult,tabiclv2_self_training,0,250,1.0,2.0,,200.0,200.0,,,,,,,,,,,,False,,,,,,,
adult,tabiclv2_self_training,0,500,1.0,2.0,,400.0,400.0,,,,,,,,,,,,False,,,,,,,
adult,tabiclv2_self_training,0,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
adult,tabiclv2_self_training,1,100,1.0,2.0,,80.0,80.0,,,,,,,,,,,,False,,,,,,,
adult,tabiclv2_self_training,1,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
adult,tabiclv2_self_training,1,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
adult,tabiclv2_self_training,1,50,0.0,1.0,loop0,0.0,0.0,,,,,,,,,,,,False,,,,,,,
adult,tabiclv2_self_training,2,100,1.0,2.0,,80.0,80.0,,,,,,,,,,,,False,,,,,,,
adult,tabiclv2_self_training,2,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
adult,tabiclv2_self_training,2,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
adult,tabiclv2_self_training,2,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
adult,tabpfn3_self_training,0,100,1.0,2.0,,80.0,80.0,,,,,,,,,,,,False,,,,,,,
adult,tabpfn3_self_training,0,250,1.0,2.0,,200.0,200.0,,,,,,,,,,,,False,,,,,,,
adult,tabpfn3_self_training,0,500,1.0,2.0,,400.0,400.0,,,,,,,,,,,,False,,,,,,,
adult,tabpfn3_self_training,0,50,0.0,1.0,loop0,0.0,0.0,,,,,,,,,,,,False,,,,,,,
adult,tabpfn3_self_training,1,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
adult,tabpfn3_self_training,1,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
adult,tabpfn3_self_training,1,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
adult,tabpfn3_self_training,1,50,0.0,3.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
adult,tabpfn3_self_training,2,100,1.0,2.0,,80.0,80.0,,,,,,,,,,,,False,,,,,,,
adult,tabpfn3_self_training,2,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
adult,tabpfn3_self_training,2,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
adult,tabpfn3_self_training,2,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
jannis,laplacian_ssl,0,100,,,,,,,66966.0,104145.0,10328.0,11723.0,6.585368932690471,0.4097708882505013,,,,,False,0.05115500726254772,,False,False,0.6357255920915091,,
jannis,laplacian_ssl,0,250,,,,,,,66936.0,104045.0,10332.0,11733.0,6.506882084067911,0.4097913866056655,,,,,False,0.0651233167832426,,False,False,0.5155073503047687,,
jannis,laplacian_ssl,0,500,,,,,,,66886.0,104009.0,10327.0,11717.0,6.664122191257775,0.4097846595583627,,,,,False,0.06007888155370179,,False,False,0.5437311246000658,,
jannis,laplacian_ssl,0,50,,,,,,,66976.0,104152.0,10348.0,11740.0,6.472602677997202,0.40977496837443467,,,,,False,0.03370404235502526,,False,False,0.5243967988533206,,
jannis,laplacian_ssl,1,100,,,,,,,66966.0,104159.0,10384.0,11765.0,6.584728149697185,0.409740530290307,,,,,False,0.04115626150777278,,False,False,0.8332736015291342,,
jannis,laplacian_ssl,1,250,,,,,,,66936.0,104111.0,10388.0,11763.0,6.555504522752017,0.40973901522590417,,,,,False,0.0589548183806931,,False,False,0.6165591012310266,,
jannis,laplacian_ssl,1,500,,,,,,,66886.0,104021.0,10391.0,11773.0,6.520214076153934,0.40973631405676214,,,,,False,0.05888450831401748,,False,False,0.5860269712645396,,
jannis,laplacian_ssl,1,50,,,,,,,66976.0,104161.0,10394.0,11776.0,6.643156299833208,0.40974619013842634,,,,,False,0.052128722215392324,,False,False,0.7739040850453894,,
jannis,laplacian_ssl,2,100,,,,,,,66966.0,104534.0,10355.0,11745.0,6.594638893846422,0.4098255887804097,,,,,False,0.04784992486693054,,False,False,0.5897769017113161,,
jannis,laplacian_ssl,2,250,,,,,,,66936.0,104480.0,10355.0,11740.0,6.566350494977087,0.40982787157869144,,,,,False,0.05692665877353261,,False,False,0.5201087606071472,,
jannis,laplacian_ssl,2,500,,,,,,,66886.0,104399.0,10342.0,11727.0,6.4972835360094905,0.40984058864374573,,,,,False,0.0510398228967521,,False,False,0.47826151960051433,,
jannis,laplacian_ssl,2,50,,,,,,,66976.0,104548.0,10368.0,11758.0,6.6479381220415235,0.40982577083341426,,,,,False,0.02959985010117127,,False,False,0.7153756569517439,,
jannis,tabiclv2_self_training,0,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
jannis,tabiclv2_self_training,0,250,2.0,3.0,,200.0,200.0,,,,,,,,,,,,False,,,,,,,
jannis,tabiclv2_self_training,0,500,1.0,3.0,,400.0,400.0,,,,,,,,,,,,False,,,,,,,
jannis,tabiclv2_self_training,0,50,0.0,3.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
jannis,tabiclv2_self_training,1,100,2.0,3.0,,80.0,80.0,,,,,,,,,,,,False,,,,,,,
jannis,tabiclv2_self_training,1,250,0.0,3.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
jannis,tabiclv2_self_training,1,500,1.0,2.0,,400.0,400.0,,,,,,,,,,,,False,,,,,,,
jannis,tabiclv2_self_training,1,50,0.0,1.0,loop0,0.0,0.0,,,,,,,,,,,,False,,,,,,,
jannis,tabiclv2_self_training,2,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
jannis,tabiclv2_self_training,2,250,1.0,3.0,,200.0,200.0,,,,,,,,,,,,False,,,,,,,
jannis,tabiclv2_self_training,2,500,2.0,3.0,,400.0,400.0,,,,,,,,,,,,False,,,,,,,
jannis,tabiclv2_self_training,2,50,0.0,3.0,loop0,0.0,30.0,,,,,,,,,,,,False,,,,,,,
jannis,tabpfn3_self_training,0,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
jannis,tabpfn3_self_training,0,250,1.0,2.0,,200.0,200.0,,,,,,,,,,,,False,,,,,,,
jannis,tabpfn3_self_training,0,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
jannis,tabpfn3_self_training,0,50,0.0,1.0,loop0,0.0,0.0,,,,,,,,,,,,False,,,,,,,
jannis,tabpfn3_self_training,1,100,0.0,1.0,loop0,0.0,0.0,,,,,,,,,,,,False,,,,,,,
