dataset,method,seed,n_labeled,selected_round,rounds_attempted,fallback_reason,n_pseudo_added_total,pseudo_candidates_seen,pseudo_mean_confidence,graph_n_nodes,graph_n_edges,graph_n_isolated_nodes,graph_n_connected_components,graph_build_time_seconds,graph_affinity_mean,attention_entropy,labeled_attention_mass,unlabeled_attention_mass,memory_size,memory_leakage_flag,embedding_variance,effective_embedding_rank,representation_collapse_suspect,constant_prediction_suspect,max_pred_class_fraction,mean_intra_class_distance,mean_inter_prototype_distance
adult,unlabeled_attention_ssl,2,50,,,,,,,,,,,,,,0.00625,0.99375,39063.0,False,,,,,,,
jannis,embedding_alignment_ssl,0,100,,,,,,,,,,,,,,,,,False,0.01988988369703293,,False,,,0.3719891272485256,0.9292271137237549
jannis,embedding_alignment_ssl,0,250,,,,,,,,,,,,,,,,,False,0.016312558203935623,,False,,,0.3637710250914097,0.7832096417744955
jannis,embedding_alignment_ssl,0,500,,,,,,,,,,,,,,,,,False,0.014098260551691055,,False,,,0.34590864181518555,0.6234769076108932
jannis,embedding_alignment_ssl,0,50,,,,,,,,,,,,,,,,,False,0.019885554909706116,,False,,,0.3054540120065212,0.9905320703983307
jannis,embedding_alignment_ssl,1,100,,,,,,,,,,,,,,,,,False,0.013543720357120037,,False,,,0.29546962678432465,0.7687831918398539
jannis,embedding_alignment_ssl,1,250,,,,,,,,,,,,,,,,,False,0.009310637600719929,,False,,,0.2541145123541355,0.5301178892453512
jannis,embedding_alignment_ssl,1,500,,,,,,,,,,,,,,,,,False,0.011114884167909622,,False,,,0.2682434692978859,0.5656241426865259
jannis,embedding_alignment_ssl,1,50,,,,,,,,,,,,,,,,,False,0.017419492825865746,,False,,,0.36601950973272324,0.688939779996872
jannis,embedding_alignment_ssl,2,100,,,,,,,,,,,,,,,,,False,0.017742633819580078,,False,,,0.3390963301062584,0.8939555585384369
jannis,embedding_alignment_ssl,2,250,,,,,,,,,,,,,,,,,False,0.014156180433928967,,False,,,0.331849604845047,0.6209491242965063
jannis,embedding_alignment_ssl,2,500,,,,,,,,,,,,,,,,,False,0.012855296023190022,,False,,,0.3361833170056343,0.5406302660703659
jannis,embedding_alignment_ssl,2,50,,,,,,,,,,,,,,,,,False,0.020451543852686882,,False,,,0.3193226084113121,0.9894053041934967
jannis,geometric_attention_ssl,0,100,,,,,,,66966.0,104145.0,10328.0,11723.0,6.547611468937248,0.4097708882505013,1.9989790320396423,0.538774311542511,0.45549720525741577,,False,0.07770241796970367,32.0,False,False,0.5555356449541559,,
jannis,geometric_attention_ssl,0,250,,,,,,,66936.0,104045.0,10332.0,11733.0,6.542308199685067,0.4097913866056655,2.00123730301857,0.5786841213703156,0.4240300729870796,,False,0.10810050368309021,32.0,False,False,0.5123550854547627,,
jannis,geometric_attention_ssl,0,500,,,,,,,66886.0,104009.0,10327.0,11717.0,6.560394203290343,0.4097846595583627,1.9696316037859236,0.5673794405800956,0.42287821003368925,,False,0.16171497106552124,32.0,False,False,0.5596836408216966,,
jannis,geometric_attention_ssl,0,50,,,,,,,66976.0,104152.0,10348.0,11740.0,6.522771158255637,0.40977496837443467,2.0141777992248535,0.5943135619163513,0.4052806794643402,,False,0.022999685257673264,32.0,False,False,0.519126254180602,,
jannis,geometric_attention_ssl,1,100,,,,,,,66966.0,104159.0,10384.0,11765.0,6.483903068117797,0.409740530290307,1.9865642189979553,0.38019123673439026,0.6232184171676636,,False,0.06559016555547714,32.0,False,False,0.5587312964788101,,
jannis,geometric_attention_ssl,1,250,,,,,,,66936.0,104111.0,10388.0,11763.0,6.515237343031913,0.40973901522590417,1.9634986519813538,0.3914238139986992,0.6191235482692719,,False,0.13044165074825287,32.0,False,False,0.5012698697263057,,
jannis,geometric_attention_ssl,1,500,,,,,,,66886.0,104021.0,10391.0,11773.0,6.592052137944847,0.40973631405676214,1.9349047456468855,0.3766292333602905,0.6196678025381905,,False,0.11396733671426773,32.0,False,False,0.5465119756002751,,
jannis,geometric_attention_ssl,1,50,,,,,,,66976.0,104161.0,10394.0,11776.0,6.527642484754324,0.40974619013842634,2.06671404838562,0.48852166533470154,0.5297945141792297,,False,0.01887187734246254,32.0,False,False,0.8226827520305782,,
jannis,geometric_attention_ssl,2,100,,,,,,,66966.0,104534.0,10355.0,11745.0,6.57024594489485,0.4098255887804097,2.022908926010132,0.4670061618089676,0.5402353703975677,,False,0.04500196501612663,32.0,False,False,0.6429680733506555,,
jannis,geometric_attention_ssl,2,250,,,,,,,66936.0,104480.0,10355.0,11740.0,6.49513079598546,0.40982787157869144,2.003673702478409,0.5795866400003433,0.42402009665966034,,False,0.055504001677036285,32.0,False,False,0.5641657702880364,,
jannis,geometric_attention_ssl,2,500,,,,,,,66886.0,104399.0,10342.0,11727.0,6.525272828061134,0.40984058864374573,2.003118004117693,0.5433350886617389,0.4516707445893969,,False,0.07520022243261337,32.0,False,False,0.5042609813712885,,
jannis,geometric_attention_ssl,2,50,,,,,,,66976.0,104548.0,10368.0,11758.0,6.549274197779596,0.40982577083341426,1.9963001012802124,0.3758549392223358,0.611741840839386,,False,0.006851365324109793,32.0,False,True,0.984860248447205,,
jannis,unlabeled_attention_ssl,0,100,,,,,,,,,,,,,,0.0015625,0.9984375,66966.0,False,,,,,,,
jannis,unlabeled_attention_ssl,0,250,,,,,,,,,,,,,,0.005859375,0.994140625,66936.0,False,,,,,,,
jannis,unlabeled_attention_ssl,0,500,,,,,,,,,,,,,,0.0048828125,0.9951171875,66886.0,False,,,,,,,
jannis,unlabeled_attention_ssl,0,50,,,,,,,,,,,,,,0.0,1.0,66976.0,False,,,,,,,
jannis,unlabeled_attention_ssl,1,100,,,,,,,,,,,,,,0.0015625,0.9984375,66966.0,False,,,,,,,
jannis,unlabeled_attention_ssl,1,250,,,,,,,,,,,,,,0.005859375,0.994140625,66936.0,False,,,,,,,
jannis,unlabeled_attention_ssl,1,500,,,,,,,,,,,,,,0.009765625,0.990234375,66886.0,False,,,,,,,
jannis,unlabeled_attention_ssl,1,50,,,,,,,,,,,,,,0.0,1.0,66976.0,False,,,,,,,
jannis,unlabeled_attention_ssl,2,100,,,,,,,,,,,,,,0.0078125,0.9921875,66966.0,False,,,,,,,
jannis,unlabeled_attention_ssl,2,250,,,,,,,,,,,,,,0.00390625,0.99609375,66936.0,False,,,,,,,
jannis,unlabeled_attention_ssl,2,500,,,,,,,,,,,,,,0.01171875,0.98828125,66886.0,False,,,,,,,
jannis,unlabeled_attention_ssl,2,50,,,,,,,,,,,,,,0.0,1.0,66976.0,False,,,,,,,
