dataset,method,n_labeled,pseudo_label_fraction,pseudo_label_fraction,pseudo_label_fraction,n_pseudo_added_total,n_pseudo_added_total,n_pseudo_added_total,runtime_seconds,runtime_seconds,runtime_seconds
,,,mean,std,count,mean,std,count,mean,std,count
adult,self_training_xgboost,50,0.07343532446676743,0.0033369163419370695,3,2865.6666666666665,130.21648641141155,3,4.348366666666666,0.9174527907927106,3
adult,self_training_xgboost,100,0.0769763682549457,0.0,3,3000.0,0.0,3,5.910066666666666,0.0613575042951823,3
adult,self_training_xgboost,250,0.0772737810061046,0.0,3,3000.0,0.0,3,7.111666666666667,0.24166936780099668,3
adult,self_training_xgboost,500,0.0777746091825888,0.0,3,3000.0,0.0,3,8.365033333333333,0.27354738772895154,3
bank-marketing,rpl_lite_xgboost,50,0.07664691658822008,0.003649264843935773,3,2768.3333333333335,131.80414763327184,3,15.419466666666667,0.46571504520826207,3
bank-marketing,rpl_lite_xgboost,100,0.08178995231229894,0.0024010907280260767,3,2950.0,86.60254037844386,3,16.177366666666668,0.3257232618855058,3
bank-marketing,rpl_lite_xgboost,250,0.0798299831096757,0.003673807023801021,3,2867.3333333333335,131.95580068088452,3,17.839866666666666,0.4018168031993336,3
bank-marketing,rpl_lite_xgboost,500,0.08390340548016896,0.0003561092834521626,3,2992.6666666666665,12.701705922171701,3,18.3691,0.12347214260714683,3
bank-marketing,rpl_lr,50,,,0,,,0,1.0886333333333333,0.15171309545762138,3
bank-marketing,rpl_lr,100,,,0,,,0,1.0443333333333333,0.18176626016214706,3
bank-marketing,rpl_lr,250,,,0,,,0,1.1465666666666665,0.35040549843478963,3
bank-marketing,rpl_lr,500,,,0,,,0,1.3341666666666667,0.2298043153061607,3
bank-marketing,self_training_catboost,50,0.02078372741200137,3.1970223666257255e-05,3,750.6666666666666,1.154700538379268,3,3.9580333333333333,0.4227764933547435,3
bank-marketing,self_training_catboost,100,0.020969649920520434,0.0003041381588833383,3,756.3333333333334,10.969655114602872,3,4.946533333333334,0.11682471199764831,3
bank-marketing,self_training_catboost,250,0.021679009595931432,0.0011654568935972251,3,778.6666666666666,41.86088070422471,3,4.723033333333333,0.3451899380534337,3
bank-marketing,self_training_catboost,500,0.02170946880490447,0.001039363070934707,3,774.3333333333334,37.07200201409864,3,5.6593333333333335,0.2732610534513349,3
bank-marketing,self_training_lightgbm,50,0.0,0.0,3,0.0,0.0,3,0.7584333333333334,0.05169587346523261,3
bank-marketing,self_training_lightgbm,100,0.08248308750138623,0.0012005453640130074,3,2975.0,43.30127018922193,3,12.817833333333333,1.4273013428611814,3
bank-marketing,self_training_lightgbm,250,0.0835235814911743,0.0,3,3000.0,0.0,3,16.4985,1.1602187854021326,3
bank-marketing,self_training_lightgbm,500,0.084109005270831,0.0,3,3000.0,0.0,3,19.426233333333332,1.1571074813228586,3
bank-marketing,self_training_lr,50,0.13225169352308172,0.0013772266225143379,3,4776.666666666667,49.74267115197308,3,0.7049666666666666,0.12628991778179816,3
bank-marketing,self_training_lr,100,0.13398765295183168,0.004576064309865705,3,4832.666666666667,165.0494875282359,3,0.8451666666666666,0.04520235982040466,3
bank-marketing,self_training_lr,250,0.11715574363828718,0.03226221395631636,3,4208.0,1158.7942008829696,3,0.8512000000000001,0.03719287566187915,3
bank-marketing,self_training_lr,500,0.10382789428432576,0.010779135310031851,3,3703.3333333333335,384.47019823821626,3,0.7459666666666666,0.11904290543049315,3
bank-marketing,self_training_xgboost,50,0.06630119792531884,0.008697002682303905,3,2394.6666666666665,314.1183428794526,3,4.153333333333333,0.851529707839564,3
bank-marketing,self_training_xgboost,100,0.07959964511478314,0.005698026580388386,3,2871.0,205.5164227014474,3,5.7193,0.40665559137924023,3
bank-marketing,self_training_xgboost,250,0.07289752584590824,0.0047015635408665,3,2618.3333333333335,168.8707592608422,3,7.832366666666666,0.25623632321225126,3
bank-marketing,self_training_xgboost,500,0.07686628537250943,0.0015418285034200104,3,2741.6666666666665,54.99393905998486,3,9.410200000000001,0.2914573896815796,3
electricity,rpl_lite_xgboost,50,0.082875217547446,0.0,3,3000.0,0.0,3,20.927566666666667,0.24253276754561096,3
electricity,rpl_lite_xgboost,100,0.0829898475753132,0.0,3,3000.0,0.0,3,22.934633333333334,1.4700452011191139,3
electricity,rpl_lite_xgboost,250,0.0833356482124503,0.0,3,3000.0,0.0,3,26.9412,4.1628472515815425,3
electricity,rpl_lite_xgboost,500,0.0839184312847911,0.0,3,3000.0,0.0,3,24.48006666666667,1.4727206263692145,3
electricity,rpl_lr,50,,,0,,,0,1.0035333333333334,0.5200863421907301,3
electricity,rpl_lr,100,,,0,,,0,0.7023,0.14070067519383123,3
electricity,rpl_lr,250,,,0,,,0,0.6159666666666667,0.0971515482806802,3
electricity,rpl_lr,500,,,0,,,0,0.7125666666666667,0.20801693040070882,3
electricity,self_training_catboost,50,0.0,0.0,3,0.0,0.0,3,1.1591333333333333,0.12069384132313196,3
electricity,self_training_catboost,100,0.0,0.0,3,0.0,0.0,3,1.421166666666667,0.017442859092859,3
electricity,self_training_catboost,250,0.0,0.0,3,0.0,0.0,3,1.8891,0.019346575924436876,3
electricity,self_training_catboost,500,0.0,0.0,3,0.0,0.0,3,2.1733,0.11448541391810574,3
electricity,self_training_lightgbm,50,0.0,0.0,3,0.0,0.0,3,1.0066,0.38159010731411797,3
electricity,self_training_lightgbm,100,0.0829898475753132,0.0,3,3000.0,0.0,3,13.9495,0.45021018424731324,3
electricity,self_training_lightgbm,250,0.0833356482124503,0.0,3,3000.0,0.0,3,19.634133333333335,1.254483958978085,3
electricity,self_training_lightgbm,500,0.0839184312847911,0.0,3,3000.0,0.0,3,20.848933333333335,0.2626759473825749,3
