dataset,ssl_method,supervised_method,n_labeled,delta_balanced_accuracy_mean,delta_balanced_accuracy_std,delta_macro_f1_mean,delta_macro_f1_std,delta_roc_auc_mean,delta_roc_auc_std,runtime_ratio_ssl_over_sup_mean,pseudo_label_fraction_mean,n_paired_seeds,n_expected_seeds,pair_complete,comparison_warning
electricity,self_training_xgboost,xgboost,100,0.0021915897754823574,0.019645464451003715,0.0010789853074310018,0.01935230780764092,2.281487180821884e-05,0.007341696714714025,4.376460503282845,0.0829898475753132,3,3,True,
electricity,self_training_xgboost,xgboost,250,-0.008773227649066592,0.00786342116655777,-0.01003769141445543,0.007778683881464821,-0.009985912418798426,0.0042691675105930565,4.119192612157394,0.0833356482124503,3,3,True,
electricity,self_training_xgboost,xgboost,500,0.0014112165118876179,0.0016354138310218944,0.0011117644420960044,0.0018067211131427069,-0.0007289629772850859,0.0006950541177515984,4.87652297260968,0.0839184312847911,3,3,True,
jannis,rpl_lite_xgboost,xgboost,50,0.013759350539730783,0.01465507028305623,0.009103315418256375,0.017213350472476244,-0.003056354762748089,0.01979556806128265,14.025142812077279,0.06528126369467346,3,3,True,
jannis,rpl_lite_xgboost,xgboost,100,0.0159740232265617,0.03220566772519285,0.003919310799853822,0.027626370458694195,-0.013751948638161723,0.029088086340115966,10.902345382342455,0.06665071913404894,3,3,True,
jannis,rpl_lite_xgboost,xgboost,250,0.005921687294644151,0.01450105815416152,0.0009559072635794327,0.01368517229773173,-0.025944802339738764,0.008465206777424062,8.684878111175712,0.06751977942939337,3,3,True,
jannis,rpl_lite_xgboost,xgboost,500,0.009301312948140053,0.003376455042549407,0.004943573637397096,0.004655744576748325,-0.018302670868733422,0.01354437626068013,6.949874038006747,0.06768342207382,3,3,True,
jannis,rpl_lr,logistic_regression,50,0.0033733171567202533,0.0037673985954100133,0.0023852608676441047,0.0026978422434291317,-0.004790460481829369,0.0061379775901836,2.4858504867089657,,3,3,True,
jannis,rpl_lr,logistic_regression,100,0.00038026750713030893,0.0031189606187164614,0.0005955916814041248,0.0015086121719828144,-0.0016173555372437365,0.002985038010003921,2.7896883392983454,,3,3,True,
jannis,rpl_lr,logistic_regression,250,-0.00589116672592203,0.003379085481987823,-0.006698808539904381,0.0025174870270182267,-0.008153915364536801,0.0023511186207116654,2.784020383951629,,3,3,True,
jannis,rpl_lr,logistic_regression,500,-0.006372352657835256,0.0009989174081920158,-0.010520672807892298,0.0018411732318837305,-0.005641575266862524,0.002343925549702359,2.598266669117216,,3,3,True,
